City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,broome,42.2506,-75.833,269.5,79,20,5.66,US,1739158221
273,sao joao da barra,-21.6403,-41.0511,297.56,91,98,2.88,BR,1739158222
274,carnarvon,-24.8667,113.6333,300.28,61,78,7.6,AU,1739158224
275,trincomalee,8.5711,81.2335,299.63,68,100,4.67,LK,1739158226
276,sumbawa besar,-8.5,117.4333,298.23,96,100,1.52,ID,1739158227
277,santa terezinha,-29.9002,-50.0904,297.43,85,0,5.36,BR,1739158228
278,talara,-4.5772,-81.2719,298.57,83,75,2.06,PE,1739158229
279,sweet home,44.3976,-122.7362,274.94,90,14,0.89,US,1739158230
280,tibanbang,6.6315,126.1055,299.35,84,100,3.45,PH,1739158231
281,ciudad insurgentes,25.2625,-111.7753,287.95,90,63,1.96,MX,1739158232
282,maputo,-25.9653,32.5892,296.97,73,40,5.66,MZ,1739158233
283,gaalkacyo,6.7697,47.4308,294.6,85,93,2.95,SO,1739158234
284,nemuro,43.3236,145.575,271.63,68,100,6.08,JP,1739158235
285,christchurch,-43.5333,172.6333,292.22,78,100,3.6,NZ,1739158236
286,bikenibeu village,1.3673,173.1241,303.13,66,20,6.69,KI,1739158237
287,adam,22.3756,57.5233,293.38,56,0,1.05,OM,1739158238
288,kafue,-15.7691,28.1814,291.31,95,98,0.56,ZM,1739158239
289,manaure,11.7751,-72.4445,298.18,83,1,5.88,CO,1739158240
290,dapa,9.7594,126.0531,298.54,92,100,5.5,PH,1739158241
291,cadale,2.7603,46.3222,297.7,82,57,7.03,SO,1739158242
292,tongliao,43.6125,122.2653,268.25,38,27,2.99,CN,1739158243
293,kudymkar,59.0173,54.656,269.0,91,100,3.64,RU,1739158246
294,vila franca do campo,37.7167,-25.4333,288.38,88,72,9.18,PT,1739158248
295,labytnangi,66.6572,66.4183,262.51,89,100,3.67,RU,1739158249
296,bel ombre,-4.6167,55.4167,300.06,78,20,1.03,SC,1739158250
297,hithadhoo,-0.6,73.0833,301.12,72,27,4.03,MV,1739158251
298,igarka,67.4667,86.5833,261.68,96,100,4.61,RU,1739158252
299,pangody,65.85,74.4859,264.52,90,100,5.67,RU,1739158253
300,goz beida,13.95,20.55,293.05,18,1,3.39,TD,1739158254
301,copiapo,-27.3667,-70.3333,291.94,75,99,1.09,CL,1739158255
302,matthew town,20.95,-73.6667,297.32,77,0,7.95,BS,1739158256
303,nova xavantina,-14.6667,-52.35,293.84,96,33,0.9,BR,1739158257
304,kalianget,-7.05,113.9333,302.92,70,100,6.8,ID,1739158258
305,tura,25.5198,90.2201,296.2,26,0,1.78,IN,1739158259
306,portland,45.5234,-122.6762,278.49,82,90,0.45,US,1739158164
307,pesca,5.55,-73.05,287.07,96,95,1.61,CO,1739158261
308,st. john's,47.5649,-52.7093,270.25,94,100,11.83,CA,1739158259
309,nzerekore,7.7562,-8.8179,292.29,96,56,0.72,GN,1739158264
310,kittila,67.6647,24.8936,271.23,74,0,4.63,FI,1739158167
311,klaksvik,62.2266,-6.589,279.21,85,52,6.27,FO,1739158266
312,sol'-iletsk,51.1631,54.9918,262.52,94,3,3.76,RU,1739158267
313,quatre cocos,-20.2078,57.7625,300.98,72,37,1.84,MU,1739158268
314,detroit lakes,46.8172,-95.8453,255.18,85,75,2.06,US,1739158269
315,tostado,-29.232,-61.7692,302.72,23,48,4.36,AR,1739158270
316,sansanne-mango,10.3592,0.4708,299.13,19,53,2.26,TG,1739158271
317,cooma,-36.2333,149.1333,289.28,92,83,1.68,AU,1739158272
318,likiep,9.8251,169.3107,300.36,80,9,7.32,MH,1739158273
319,port douglas,-16.4833,145.4667,298.63,89,100,0.47,AU,1739158274
320,aripuana,-9.1667,-60.6333,296.04,97,100,0.75,BR,1739158275
321,harper,4.375,-7.7169,299.74,85,99,1.97,LR,1739158276
322,tual,-5.6667,132.75,301.76,83,100,8.1,ID,1739158277
323,boa vista,2.8197,-60.6733,300.14,69,75,2.06,BR,1739158278
324,dzhalagash,45.0833,64.6667,268.9,56,100,7.09,KZ,1739158279
325,coahuayana de hidalgo,18.7,-103.6583,295.43,81,0,1.69,MX,1739158280
326,kuqa,41.7278,82.9364,270.73,58,54,0.4,CN,1739158281
327,lake charles,30.2131,-93.2044,293.14,97,75,3.09,US,1739158282
328,vilyuysk,63.7553,121.6247,249.91,91,100,2.27,RU,1739158283
329,sosnogorsk,63.6023,53.8817,265.34,93,27,2.94,RU,1739158284
330,ravar,31.2656,56.8055,271.88,85,39,0.92,IR,1739158285
331,suntar,62.1444,117.6319,254.6,95,100,2.16,RU,1739158286
332,monrovia,6.3005,-10.7969,299.38,89,71,2.57,LR,1739158288
333,afaahiti,-17.75,-149.2833,299.8,69,6,1.58,PF,1739158289
334,north haven,41.3909,-72.8595,271.46,86,0,0.0,US,1739158205
335,luganville,-15.5333,167.1667,302.93,74,79,2.7,VU,1739158291
336,zvishavane,-20.3267,30.0665,293.29,97,97,1.62,ZW,1739158292
337,pala,9.3642,14.9046,295.15,18,25,2.18,TD,1739158293
338,kristiansund,63.1115,7.732,277.51,70,97,3.09,NO,1739158294
339,canutama,-6.5339,-64.3831,295.87,100,94,1.07,BR,1739158295
340,island harbour,50.724,-1.2758,277.55,92,99,3.13,GB,1739158296
341,loen,7.7601,168.2307,300.81,77,23,6.81,MH,1739158297
342,zouerate,22.7187,-12.4521,286.83,15,0,3.63,MR,1739158298
343,kununurra,-15.7667,128.7333,301.14,89,100,4.63,AU,1739158299
344,plouzane,48.3833,-4.6167,276.18,93,100,2.06,FR,1739158300
345,raduzhny,62.0961,77.475,266.66,96,97,4.97,RU,1739158301
346,port-vila,-17.7338,168.3219,304.93,66,75,2.06,VU,1739158302
347,trevelin,-43.0858,-71.4639,288.03,91,55,4.18,AR,1739158303
348,pasighat,28.0667,95.3333,295.19,44,83,1.59,IN,1739158304
349,crane,31.3974,-102.3501,281.92,61,36,6.53,US,1739158305
350,shenjiamen,29.9576,122.298,279.42,52,1,2.37,CN,1739158306
351,batticaloa,7.7102,81.6924,299.86,68,99,2.5,LK,1739158307
352,colchani,-20.3,-66.9333,283.11,60,2,5.51,BO,1739158308
353,satara,17.6833,73.9833,299.94,37,5,2.0,IN,1739158309
354,mundemba,4.9479,8.8724,298.62,90,80,0.35,CM,1739158310
355,taro,-8.3862,115.28,295.34,96,100,1.87,ID,1739158313
356,trinitapoli,41.3572,16.0874,280.15,73,90,2.77,IT,1739158314
357,naze,28.3667,129.4833,286.66,61,59,4.53,JP,1739158305
358,san fernando,15.0286,120.6898,302.0,58,59,7.1,PH,1739158316
359,konnern,51.6667,11.7667,271.87,87,100,1.83,DE,1739158317
360,arkhangel'sk,64.5401,40.5433,268.21,86,100,6.0,RU,1739158318
361,kulebaki,55.4133,42.5325,263.98,98,67,1.0,RU,1739158319
362,freetown,8.484,-13.2299,297.5,85,3,2.07,SL,1739158320
363,santa maria,-29.6842,-53.8069,297.76,73,0,2.57,BR,1739158098
364,petropavlovsk-kamchatsky,53.0452,158.6483,273.48,44,75,2.0,RU,1739158208
365,mahina,-17.5065,-149.489,303.02,70,20,4.63,PF,1739158325
366,huilong,31.8111,121.655,278.45,34,86,3.46,CN,1739158326
367,pariaman,-0.619,100.12,303.18,58,61,1.87,ID,1739158327
368,guerrero negro,27.9769,-114.0611,288.44,84,100,2.74,MX,1739158328
369,minas de marcona,-15.2119,-75.1103,291.38,91,99,1.99,PE,1739158329
370,westport,41.1415,-73.3579,273.01,83,40,0.45,US,1739158206
371,kapa'a,22.0752,-159.319,298.33,72,0,3.6,US,1739158331
372,rio grande,-32.035,-52.0986,296.71,86,0,3.67,BR,1739158332
373,sinton,28.0367,-97.5092,295.13,93,0,2.72,US,1739158333
374,mariental,-24.6333,17.9667,299.46,37,61,3.47,NA,1739158334
375,nuriootpa,-34.4833,139.0,304.63,18,0,3.97,AU,1739158335
376,forres,57.6113,-3.6108,270.13,98,20,0.0,GB,1739158336
377,nerva,37.6963,-6.5497,280.85,86,100,1.26,ES,1739158337
378,malango,-2.9627,119.9001,303.03,49,100,2.17,ID,1739158338
379,grand falls-windsor,48.9332,-55.6649,265.1,86,100,0.45,CA,1739158339
380,nurlat,54.4277,50.8051,256.4,98,30,1.11,RU,1739158340
381,sibiti,-3.6819,13.3499,294.81,97,91,0.6,CG,1739158341
382,moyale,3.5167,39.0584,293.48,58,97,1.98,KE,1739158342
383,atar,20.5169,-13.0499,289.93,15,0,3.99,MR,1739158343
384,priargunsk,50.3691,119.1012,244.13,93,67,1.63,RU,1739158345
385,dryden,49.7833,-92.7503,258.31,78,100,4.12,CA,1739158346
386,rustaq,23.3908,57.4244,293.36,74,3,0.47,OM,1739158347
387,coyhaique,-45.5752,-72.0662,280.59,96,92,2.75,CL,1739158348
388,esmeraldas,-19.7625,-44.3139,291.61,87,100,1.77,BR,1739158349
389,makokou,0.5738,12.8642,295.24,90,87,1.12,GA,1739158350
390,galveston,29.3669,-94.9669,294.27,91,0,4.63,US,1739158351
391,newnham,-41.3833,147.1333,295.68,43,0,9.26,AU,1739158352
392,fort bragg,35.139,-79.006,287.31,73,100,5.14,US,1739158353
393,penaflor,-33.6167,-70.9167,296.63,75,9,1.38,CL,1739158354
394,lys'va,58.1086,57.8053,264.79,99,100,1.99,RU,1739158355
395,hadibu,12.65,54.0333,297.03,75,43,3.28,YE,1739158356
396,berezovyy,51.6667,135.7,267.94,67,100,1.38,RU,1739158357
397,caleta de carquin,-11.0925,-77.6267,295.91,80,100,2.04,PE,1739158358
398,palikir - national government center,6.9248,158.1611,303.62,77,100,6.69,FM,1739158360
399,cascais,38.6979,-9.4215,286.79,70,72,1.34,PT,1739158361
400,campoverde,-8.4753,-74.8058,297.98,93,100,1.01,PE,1739158362
401,quepos,9.4236,-84.1652,298.58,75,78,1.85,CR,1739158363
402,monte santo,-10.4378,-39.3328,294.35,85,100,2.8,BR,1739158364
403,tindouf,27.6711,-8.1474,283.4,25,0,2.57,DZ,1739158366
404,nouadhibou,20.931,-17.0347,290.14,55,0,5.66,MR,1739158367
405,mersa matruh,31.3525,27.2453,285.89,67,64,5.41,EG,1739158368
406,at taj,24.2049,23.2857,281.75,57,1,4.69,LY,1739158201
407,zakamensk,50.3741,103.2863,260.31,90,100,1.23,RU,1739158370
408,pandan,14.0453,124.1694,297.94,91,100,8.06,PH,1739158371
409,petropavlovka,50.6114,105.3196,255.35,89,100,1.09,RU,1739158372
410,taoudenni,22.6783,-3.9836,287.02,20,0,4.7,ML,1739158373
411,katsuren-haebaru,26.3369,127.8719,291.36,49,75,0.0,JP,1739158374
412,bafata,12.1667,-14.75,295.22,54,38,1.4,GW,1739158375
413,sangin,32.0728,64.8359,282.71,80,15,2.37,AF,1739158376
414,tralee,52.2704,-9.7026,278.14,93,100,3.82,IE,1739158377
415,puerto leguizamo,-0.1934,-74.7819,296.37,90,95,0.74,CO,1739158378
416,loango,-4.6719,11.8312,298.96,94,75,1.54,CG,1739158379
417,ebersberg,48.0771,11.9706,272.31,94,44,0.64,DE,1739158380
418,rikaze,29.25,88.8833,275.69,18,0,0.64,CN,1739158381
419,mahdia,35.5047,11.0622,284.83,80,23,7.79,TN,1739158382
420,krasnyy chikoy,50.3643,108.7512,258.05,88,100,0.7,RU,1739158383
421,nadym,65.5333,72.5167,263.07,89,92,5.24,RU,1739158385
422,onguday,50.75,86.15,260.57,88,100,0.5,RU,1739158386
423,gebeit,21.0667,36.3167,285.19,85,58,2.28,SD,1739158387
424,garhdiwala,31.7325,75.7506,292.09,25,100,0.82,IN,1739158388
425,jayapura,-2.5333,140.7,305.81,71,88,3.09,ID,1739158389
426,san juanito,28.0,-107.5833,280.23,24,76,2.19,MX,1739158390
427,fortaleza,-3.7227,-38.5247,301.6,78,75,5.66,BR,1739158391
428,sona,45.4388,10.8255,280.29,95,75,1.54,IT,1739158392
429,qui nhon,13.7667,109.2333,293.93,87,99,6.67,VN,1739158393
430,katsuura,35.1333,140.3,280.72,49,76,4.36,JP,1739158332
431,yaren,-0.5472,166.916,300.28,69,69,4.97,NR,1739158395
432,standerton,-26.9337,29.2415,289.72,93,96,2.92,ZA,1739158396
433,al wafrah,28.6392,47.9306,281.99,49,57,1.68,KW,1739158397
434,helena valley west central,46.6629,-112.0604,260.64,82,75,2.06,US,1739158398
435,tremonton,41.7119,-112.1655,270.75,74,1,2.24,US,1739158149
436,nova sintra,14.8667,-24.7167,294.74,74,79,9.38,CV,1739158400
437,plastun,44.7561,136.2939,266.82,36,75,4.47,RU,1739158401
438,burla,21.5,83.8667,296.98,18,4,0.27,IN,1739158402
439,kruisfontein,-34.0033,24.7314,290.75,76,100,0.71,ZA,1739158403
440,saint-francois,46.4154,3.9054,277.4,94,100,1.03,FR,1739158405
441,mount gambier,-37.8333,140.7667,300.57,40,2,5.26,AU,1739158406
442,kiunga,-6.1219,141.2906,304.16,61,100,1.17,PG,1739158407
443,enoch,37.7733,-113.0244,272.86,46,0,0.0,US,1739158408
444,dolinsk,47.35,142.8,268.21,84,100,1.7,RU,1739158409
445,dayton,39.7589,-84.1916,273.14,83,100,2.57,US,1739158249
446,midoun,33.8081,10.9923,286.07,65,46,7.25,TN,1739158412
447,peniche,39.3558,-9.3811,286.18,96,47,3.42,PT,1739158413
448,ibshaway,29.358,30.6814,283.43,77,2,3.25,EG,1739158414
449,sao vicente,-23.9631,-46.3919,298.7,26,6,1.25,BR,1739158415
450,veselynove,47.3567,31.2349,268.31,76,0,3.77,UA,1739158416
451,qarah zia' od din,38.8915,45.0255,268.8,67,17,1.92,IR,1739158417
452,aldinga beach,-35.2793,138.4604,304.86,35,0,2.01,AU,1739158418
453,huarmey,-10.0681,-78.1522,296.59,77,100,1.44,PE,1739158419
454,sisimiut,66.9395,-53.6735,252.71,97,94,2.45,GL,1739158420
455,fort mcmurray,56.7268,-111.381,242.92,76,100,2.06,CA,1739158218
456,ouallam,14.3188,2.0866,296.37,17,7,4.44,NE,1739158422
457,iquique,-20.2208,-70.1431,295.49,85,7,0.53,CL,1739158423
458,olavarria,-36.8927,-60.3225,293.55,59,93,7.22,AR,1739158424
459,kourou,5.1552,-52.6478,296.97,88,96,2.23,GF,1739158427
460,prineville,44.2999,-120.8345,268.7,77,0,0.0,US,1739158428
461,hakui,36.8833,136.7833,277.18,75,100,2.84,JP,1739158429
462,springbok,-29.6643,17.8865,288.9,44,0,1.82,ZA,1739158430
463,flying fish cove,-10.4217,105.6791,301.97,78,63,3.6,CX,1739158431
464,northam,51.0333,-4.2167,277.48,85,100,3.13,GB,1739158432
465,mbandaka,0.0487,18.2603,297.94,75,100,0.29,CD,1739158433
466,collie,-33.3667,116.15,301.39,40,8,4.85,AU,1739158434
467,masterton,-40.9597,175.6575,298.04,49,26,4.13,NZ,1739158435
468,ngaoundere,7.3167,13.5833,292.1,21,47,1.72,CM,1739158436
469,kedrovka,55.5333,86.05,263.64,94,100,4.3,RU,1739158437
470,toliara,-23.35,43.6667,299.79,86,47,1.3,MG,1739158438
471,an nuhud,12.7,28.4333,290.17,21,21,7.66,SD,1739158439
472,korocha,50.8107,37.1953,264.38,94,93,3.15,RU,1739158440
473,conception bay south,47.4999,-52.9981,270.12,95,100,12.77,CA,1739158441
474,itoman,26.1247,127.6694,291.36,55,75,3.09,JP,1739158442
475,pokaran,26.9167,71.9167,296.01,11,63,0.3,IN,1739158443
476,betio village,1.358,172.9211,303.17,74,100,6.03,KI,1739158445
477,chauk,20.8833,94.8167,298.84,17,0,2.15,MM,1739158446
478,jinchang,38.4953,102.1739,275.81,22,0,1.39,CN,1739158447
479,colonia,50.9333,6.95,275.28,84,98,0.51,DE,1739158448
480,rio viejo,8.5874,-73.839,299.44,62,85,1.33,CO,1739158449
481,turpan,42.9333,89.1667,274.95,27,5,1.66,CN,1739158450
482,galle,6.0367,80.217,299.79,74,98,2.74,LK,1739158451
483,narasannapeta,18.4167,84.05,299.9,60,8,1.14,IN,1739158452
484,banda aceh,5.5577,95.3222,302.68,61,60,4.51,ID,1739158453
485,belel,7.05,14.4333,291.31,21,39,2.06,CM,1739158454
486,rio preto da eva,-2.6994,-59.6997,295.37,99,100,1.31,BR,1739158455
487,baley,51.6,116.6333,254.73,87,82,1.13,RU,1739158456
488,kuybyshev,55.4475,78.3218,269.38,96,100,4.69,RU,1739158457
489,djamaa,33.5339,5.9931,284.75,57,0,3.27,DZ,1739158458
490,talakan,50.3167,130.3667,259.24,85,100,2.18,RU,1739158459
491,nagqu,31.5,92.0,269.5,17,5,6.32,CN,1739158461
492,novyy urgal,51.0736,132.5642,258.75,83,100,0.88,RU,1739158462
493,pitimbu,-7.4706,-34.8086,300.02,71,100,4.5,BR,1739158463
494,coronel du graty,-27.6804,-60.9146,303.13,40,93,3.2,AR,1739158465
495,darwin,-12.4611,130.8418,303.14,84,75,4.63,AU,1739158208
496,tol'yatti,53.5303,49.3461,257.62,100,90,1.33,RU,1739158467
497,sarangani,5.4033,125.4636,300.68,84,61,10.68,PH,1739158468
498,abuja,9.0574,7.4898,292.23,15,55,2.17,NG,1739158469
499,kirensk,57.7853,108.1119,262.05,89,100,3.69,RU,1739158470
500,pyhajarvi,67.0701,27.2176,259.94,96,39,1.85,FI,1739158471
501,fort saskatchewan,53.7168,-113.2187,250.8,94,100,2.91,CA,1739158472
502,tregunc,47.85,-3.85,275.48,86,19,4.02,FR,1739158473
503,diego de almagro,-26.3667,-70.05,292.32,61,22,1.92,CL,1739158474
504,fada,7.25,4.0667,297.21,94,100,0.75,NG,1739158475
505,taulaga,-11.0553,-171.0883,301.9,72,10,4.52,AS,1739158476
506,mahibadhoo,3.7833,72.9667,300.21,69,28,6.81,MV,1739158477
507,yabelo,4.8833,38.0833,291.43,53,99,4.22,ET,1739158478
508,aykhal,66.0,111.5,249.3,100,99,3.28,RU,1739158479
509,brainerd,46.358,-94.2008,259.16,77,0,4.12,US,1739158480
510,merizo village,13.2658,144.6691,302.46,82,91,8.09,GU,1739158481
511,beira,-19.8436,34.8389,300.2,78,75,2.06,MZ,1739158482
512,haiku-pauwela,20.9219,-156.3051,298.16,73,20,8.49,US,1739158483
513,aitape,-3.1374,142.3475,302.03,74,51,2.15,PG,1739158485
514,ilhabela,-23.7781,-45.3581,297.23,90,99,2.02,BR,1739158486
515,chunskiy,56.0815,99.6342,264.3,90,100,4.81,RU,1739158487
516,kone,-21.0595,164.8658,297.92,96,100,1.17,NC,1739158488
517,hlusk,52.903,28.6845,264.68,96,6,1.6,BY,1739158489
518,toropets,56.4978,31.6353,264.04,93,10,0.84,RU,1739158490
519,puerto tirol,-27.3722,-59.0821,302.09,65,0,1.54,AR,1739158491
520,pokhara,28.2333,83.9833,290.98,30,0,2.42,NP,1739158492
521,fukuecho,32.6881,128.8419,278.35,70,75,4.12,JP,1739158493
522,prado,-17.3411,-39.2208,297.07,90,61,1.25,BR,1739158494
523,paysandu,-32.3214,-58.0756,299.64,43,1,3.15,UY,1739158495
524,pestovo,58.5938,35.8024,261.25,98,42,1.05,RU,1739158496
525,huetamo de nunez,18.5833,-100.8833,300.97,37,0,1.16,MX,1739158497
526,weno,7.4515,151.8468,302.12,79,100,6.69,FM,1739158498
527,ash shatrah,31.4117,46.1742,281.34,58,4,1.91,IQ,1739158499
528,alofi,-19.0595,-169.9187,303.09,74,75,3.6,NU,1739158500
529,itamaraca,-7.7478,-34.8256,299.44,75,100,3.45,BR,1739158501
530,forster,-32.1667,152.5167,301.14,75,100,4.31,AU,1739158502
531,lindi,-10.0,39.7167,296.25,94,91,1.3,TZ,1739158503
532,nishinoomote,30.7333,131.0,282.46,71,75,6.17,JP,1739158504
533,necochea,-38.5473,-58.7368,290.49,65,81,7.9,AR,1739158506
534,egilsstadir,65.2653,-14.3948,281.1,61,0,7.2,IS,1739158507
535,florence,43.7667,11.25,281.54,92,40,1.03,IT,1739158508
536,vacaria,-28.5122,-50.9339,291.11,84,0,2.31,BR,1739158509
537,kili,5.6439,169.1211,300.88,76,33,5.94,MH,1739158510
538,umba,66.6871,34.3429,268.26,86,74,7.48,RU,1739158512
539,kaihua,23.3687,104.28,284.86,77,96,4.49,CN,1739158514
540,port macquarie,-31.4333,152.9167,298.75,81,100,2.24,AU,1739158515
541,sandur,15.1,76.55,299.54,44,68,3.43,IN,1739158516
542,phongsali,21.6833,102.1058,294.76,47,11,0.79,LA,1739158517
543,'ain deheb,34.8422,1.547,278.4,64,5,1.09,DZ,1739158518
544,san giorgio del sannio,41.0696,14.8522,277.97,89,47,1.54,IT,1739158519
545,quang ngai,15.1167,108.8,291.88,92,100,2.02,VN,1739158520
546,ebeltoft,56.1944,10.6821,275.16,69,100,7.2,DK,1739158521
